Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52661162,The Searcher,Tana French,"French, Tana",,"=""073522465X""","=""9780735224650""",0,3.80,Viking,Hardcover,451,2020,2020,,2021/01/01,to-read,to-read (#33),to-read,,,,0,0
44510385,The Wives,Tarryn Fisher,"Fisher, Tarryn",,"=""1525805126""","=""9781525805127""",0,3.64,Graydon House,Hardcover,322,2019,2019,,2021/01/01,to-read,to-read (#32),to-read,,,,0,0
49398072,When No One Is Watching,Alyssa Cole,"Cole, Alyssa",,"=""0062982656""","=""9780062982650""",0,3.54,William Morrow Paperbacks,Paperback,352,2020,2020,,2021/01/01,to-read,to-read (#31),to-read,,,,0,0
50833559,Home Before Dark,Riley Sager,"Sager, Riley",,"=""1524745170""","=""9781524745172""",0,4.09,Dutton Books,Hardcover,389,2020,2020,,2021/01/01,to-read,to-read (#30),to-read,,,,0,0
45885644,The Sun Down Motel,Simone St. James,"James, Simone St.",,"=""0440000173""","=""9780440000174""",0,4.03,Berkley,Hardcover,327,2020,2020,,2021/01/01,to-read,to-read (#29),to-read,,,,0,0
54911607,The Guest List,Lucy Foley,"Foley, Lucy",,"=""0062868934""","=""9780062868930""",0,3.85,William Morrow,Hardcover,313,2020,2020,,2021/01/01,to-read,to-read (#28),to-read,,,,0,0
48570454,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.13,Knopf,Hardcover,264,2020,2020,,2021/01/01,to-read,to-read (#27),to-read,,,,0,0
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",0,3.68,Knopf Publishing Group,Hardcover,302,2020,2020,,2021/01/01,to-read,to-read (#26),to-read,,,,0,0
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""""","=""""",0,3.83,G.P. Putnam's Sons,Hardcover,310,2019,2019,,2021/01/01,to-read,to-read (#25),to-read,,,,0,0
50634450,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""1250209765""","=""9781250209764""",0,4.37,Flatiron Books,Hardcover,380,2020,2020,,2021/01/01,to-read,to-read (#24),to-read,,,,0,0
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",0,4.20,Atria Books,Hardcover,336,2020,2019,,2021/01/01,to-read,to-read (#23),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.03,Viking,Hardcover,288,2020,2020,,2021/01/01,to-read,to-read (#22),to-read,,,,0,0
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Manon Smits, Rob Kuitenbrouwer, Amy Landon","=""0807071161""","=""9780807071168""",0,4.19,Beacon Press,Audiobook,192,2018,2018,,2020/10/01,to-read,to-read (#21),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.37,Harper Business,Hardcover,274,2016,2016,,2020/10/01,to-read,to-read (#20),to-read,,,,0,0
40702156,I Owe You One,Sophie Kinsella,"Kinsella, Sophie",,"=""""","=""""",2,3.54,Dial Press,Hardcover,448,2019,2019,,2020/10/01,,,read,,,,1,0
38357345,My Favorite Half-Night Stand,Christina Lauren,"Lauren, Christina",,"=""1501197401""","=""9781501197406""",0,3.77,Gallery Books,Paperback,384,2018,2018,,2020/09/29,to-read,to-read (#19),to-read,,,,0,0
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",0,3.98,William Morrow Paperbacks,ebook,387,2016,2016,,2020/09/29,to-read,to-read (#18),to-read,,,,0,0
11857408,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,"James, E.L.",,"=""1612130585""","=""9781612130583""",0,3.83,The Writer's Coffee Shop Publishing House,Paperback,532,2011,2011,,2020/09/29,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte","Michael Mason, Wayne Josephson, M. Von Borch","=""0142437204""","=""9780142437209""",0,4.14,Penguin,Paperback,532,2003,1847,,2020/09/29,to-read,to-read (#17),to-read,,,,0,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",5,3.95,Shaye Areheart Books,Hardcover,349,2009,2009,,2020/09/27,,,read,,,,1,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.14,Riverhead Books,Hardcover,352,2019,2019,,2020/09/27,to-read,to-read (#16),to-read,,,,0,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.08,Vintage,Paperback,343,1994,1965,,2020/09/27,to-read,to-read (#15),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.24,"Little, Brown and Company",ebook,449,2013,1938,,2020/09/27,to-read,to-read (#14),to-read,,,,0,0
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",0,3.93,Pocket Books,Mass Market Paperback,736,2006,2000,,2020/09/27,to-read,to-read (#13),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,4.14,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2020/09/27,to-read,to-read (#12),to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",0,4.47,G.P. Putnam's Sons,Hardcover,464,2009,2009,,2020/09/27,to-read,to-read (#11),to-read,,,,0,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.38,One World,Hardcover,305,2019,2019,,2020/09/27,to-read,to-read (#10),to-read,,,,0,0
6780522,"The Ice Cream Girls (Poppy & Serena, #1)",Dorothy Koomson,"Koomson, Dorothy",,"=""1847443648""","=""9781847443649""",0,4.00,Sphere,Hardcover,452,2010,2010,,2020/09/27,to-read,to-read (#9),to-read,,,,0,0
7118874,"Theories, Predictions, and Diagnoses: Part Two from What the Dog Saw",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316086150""","=""9780316086158""",0,3.97,"Little, Brown and Company",ebook,120,2009,2009,,2020/09/27,to-read,to-read (#8),to-read,,,,0,0
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",5,3.85,"Little, Brown and Company",Hardcover,444,2009,2009,,2020/09/27,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.02,"Little, Brown and Company",Hardcover,388,2019,2019,,2020/09/27,to-read,to-read (#7),to-read,,,,0,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",5,3.96,"Little, Brown and Company",Hardcover,305,2013,2013,,2020/09/27,,,read,,,,1,0
10914,Songs of the Humpback Whale,Jodi Picoult,"Picoult, Jodi",,"=""0743431014""","=""9780743431019""",4,3.21,Washington Square Press,Paperback,346,2001,1992,,2020/09/27,,,read,,,,1,0
10911,Second Glance,Jodi Picoult,"Picoult, Jodi",,"=""0743454510""","=""9780743454513""",2,3.80,Washington Square Press,Paperback,448,2004,2003,,2020/09/27,,,read,,,,1,0
10908,Harvesting the Heart,Jodi Picoult,"Picoult, Jodi",,"=""0140230270""","=""9780140230277""",2,3.62,Penguin Books,Paperback,453,1995,1993,,2020/09/27,,,read,,,,1,0
10912,Picture Perfect,Jodi Picoult,"Picoult, Jodi",,"=""0425185508""","=""9780425185506""",3,3.56,Berkley,Paperback,369,2002,1995,,2020/09/27,,,read,,,,1,0
111180,Perfect Match,Jodi Picoult,"Picoult, Jodi",,"=""0743418735""","=""9780743418737""",5,3.96,Washington Square Press,Paperback,384,2003,2002,,2020/09/27,,,read,,,,1,0
13547188,Lone Wolf,Jodi Picoult,"Picoult, Jodi",,"=""1439102759""","=""9781439102756""",5,3.72,Atria/Emily Bestler Books,Paperback,517,2012,2012,,2020/09/27,,,read,,,,1,0
10915,Salem Falls,Jodi Picoult,"Picoult, Jodi",,"=""0743418719""","=""9780743418713""",2,3.83,Washington Square Press,Paperback,434,2002,2001,,2020/09/27,,,read,,,,1,0
8554005,Sing You Home,Jodi Picoult,"Picoult, Jodi",,"=""1439102724""","=""9781439102725""",5,3.79,Atria Books,Hardcover,466,2011,2011,,2020/09/27,,,read,,,,1,0
14865,Vanishing Acts,Jodi Picoult,"Picoult, Jodi",,"=""0743454553""","=""9780743454551""",2,3.71,Washington Square Press,Paperback,426,2005,2005,,2020/09/27,,,read,,,,1,0
10909,The Tenth Circle,Jodi Picoult,"Picoult, Jodi",,"=""074349671X""","=""9780743496711""",5,3.52,Allen & Ulwin,Paperback,416,2006,2006,,2020/09/27,,,read,,,,1,0
3720975,Handle with Care,Jodi Picoult,"Picoult, Jodi",,"=""0743296419""","=""9780743296410""",4,3.99,Atria Books,Hardcover,477,2009,2009,,2020/09/27,,,read,,,,1,0
6614960,House Rules,Jodi Picoult,"Picoult, Jodi",,"=""0743296435""","=""9780743296434""",5,4.03,Atria Books,Hardcover,532,2010,2010,,2020/09/27,,,read,,,,1,0
14864,Plain Truth,Jodi Picoult,"Picoult, Jodi",,"=""0743275012""","=""9780743275019""",5,3.98,Atria Books,Hardcover,405,2004,2000,,2020/09/27,,,read,,,,1,0
15753740,The Storyteller,Jodi Picoult,"Picoult, Jodi",,"=""1439102767""","=""9781439102763""",5,4.28,Atria,Hardcover,461,2013,2013,,2020/09/27,,,read,,,,1,0
10916,The Pact,Jodi Picoult,"Picoult, Jodi",,"=""0061150142""","=""9780061150142""",4,4.02,Avon,Paperback,512,2006,1998,,2020/09/27,,,read,,,,1,0
14866,Nineteen Minutes,Jodi Picoult,"Picoult, Jodi",,"=""0743496728""","=""9780743496728""",4,4.14,Atria Books,Hardcover,440,2007,2007,,2020/09/27,,,read,,,,1,0
10917,My Sister's Keeper,Jodi Picoult,"Picoult, Jodi",,"=""0743454537""","=""9780743454537""",5,4.09,Washington Square Press,Paperback,423,2005,2004,,2020/09/27,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane","Vivien Jones, Anna Quindlen, Charles Edmund Brock","=""""","=""""",1,4.28,Modern Library,Paperback,279,2000,1813,,2020/09/27,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",1,4.16,Dutton Books,Hardcover,313,2012,2012,,2020/09/27,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",1,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2020/09/27,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",1,3.93,Scribner,Paperback,180,2004,1925,,2020/09/27,,,read,,,,1,0
32571395,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",0,3.99,Delacorte Press,Kindle Edition,360,2017,2017,,2020/09/27,to-read,to-read (#6),to-read,,,,0,0
43744300,"American Royals (American Royals, #1)",Katharine McGee,"McGee, Katharine",,"=""1984830171""","=""9781984830173""",0,3.84,Random House Books for Young Readers,Hardcover,441,2019,2019,,2020/09/27,to-read,to-read (#5),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",2,4.33,Riverhead Books,Paperback,371,2004,2003,,2020/09/27,,,read,,,,1,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,4.01,Broadway Paperbacks,Paperback,254,2006,2006,,2020/09/27,to-read,to-read (#4),to-read,,,,0,0
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",0,4.50,Seal Press,Hardcover,248,2018,2018,,2020/09/27,to-read,to-read (#3),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",5,3.95,Back Bay Books,Paperback,296,2007,2005,,2020/09/27,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",5,3.99,Time Warner Book Group,Paperback,301,2002,2000,,2020/09/27,,,read,,,,1,0
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.21,Gallery Books,Paperback,288,1998,1936,,2020/09/27,to-read,to-read (#2),to-read,,,,0,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",0,4.15,Free Press,Paperback,372,2004,1988,,2020/09/27,to-read,to-read (#1),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.18,"Little, Brown and Company",Hardcover,309,2008,2008,,2020/09/27,,,read,,,,1,0
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,"James, E.L.",,"=""1612130291""","=""9781612130293""",3,3.66,Vintage,Paperback,356,2011,2011,,2020/09/27,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",4,3.63,"Little, Brown and Company",Paperback,498,2006,2005,,2020/09/27,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.32,Scholastic Press,Hardcover,374,2008,2008,,2020/09/27,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",2,3.97,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/09/27,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",1,3.81,Back Bay Books,Paperback,277,2001,1951,,2020/09/27,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2020/09/27,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",2,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2020/09/27,,,read,,,,1,0
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",5,3.87,Mulholland Books,Hardcover,456,2013,2013,,2020/09/27,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",5,3.95,Riverhead Books,Hardcover,336,2015,2015,,2020/09/27,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",5,4.11,Broadway Books,Paperback,415,2014,2012,,2020/09/27,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",5,4.28,St. Martin's Press,Paperback,264,2004,1939,,2020/09/27,,,read,,,,1,0
